q,firm_id,firm_idx,is_active,is_dormant,defaulted,net_sales,units_sold,units_produced,cash,capability,brand,rd_cum_product,product_gen,geo_focus,patient_seg
20,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
20,firm_5,5,True,False,False,25000000.0,250,0,872381963.45678,60.69802710175208,81.86562362837604,112000000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
20,firm_6,6,True,False,False,26250000.0,250,0,172504939.27,38.37865128377221,19.766019005491987,2400000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
20,firm_7,7,True,False,False,24750000.0,250,0,259262375.89716932,56.83101521024976,50.40065169122784,8000000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
20,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
20,firm_9,9,True,False,False,36250000.0,250,0,832745539.6524417,40.3700922696336,26.81745887643918,9600000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
20,firm_10,10,True,True,False,0.0,0,0,2000000.0,35.0,10.0,500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
21,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
21,firm_1,1,True,False,False,31680016.0,248,0,123356229.97693735,53.47482133864226,59.81002511893691,86785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
21,firm_2,2,True,False,False,23750000.0,250,0,1564178100.374543,65.13393523904207,60.625992354357,144020000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
21,firm_3,3,True,False,False,24380000.0,212,0,283442824.71175754,34.529542048898314,44.76784625542131,11300000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
21,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
21,firm_5,5,True,False,False,25000000.0,250,0,810732491.7864889,61.53869479810315,82.07480968985594,119500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
21,firm_6,6,True,False,False,26250000.0,250,0,159622032.05454603,37.91215579140773,22.893310407975616,3400000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
21,firm_7,7,True,False,False,25750000.0,250,0,258729713.70147347,55.96280283530232,54.197465954518805,9600000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
21,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
21,firm_9,9,True,False,False,15675000.0,95,0,873156228.7456683,41.36440486263307,29.453607676627193,13800000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
21,firm_10,10,True,False,False,21230000.0,193,0,50973625.0,37.245,14.67,6500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
22,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
22,firm_1,1,True,False,False,31296790.0,245,0,151529082.35165715,53.62675652233965,61.565968821972945,90785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
22,firm_2,2,True,False,False,28750000.0,250,0,1570542034.752701,63.50558685806602,61.1030824823581,144020000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
22,firm_3,3,True,False,False,24150000.0,210,0,191992365.96067998,36.285121815719926,47.22828692707696,16300000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
22,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
22,firm_5,5,True,False,False,25000000.0,250,0,786013458.9018612,62.30790574026438,82.28116917257535,127000000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
22,firm_6,6,True,False,False,18900000.0,180,0,620065583.4839616,36.96435189662253,23.69534884318202,3400000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
22,firm_7,7,True,False,False,24750000.0,250,0,255903854.14860567,55.05694937266438,58.35141396937658,11000000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
22,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
22,firm_9,9,True,False,False,25375000.0,175,0,862407535.8910632,41.73754902436405,33.51170978975362,16800000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
22,firm_10,10,True,False,False,21450000.0,195,0,34833013.27607436,39.326114999999994,19.400325907499997,12500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
23,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
23,firm_1,1,True,False,False,32829694.0,257,0,122810435.08061945,53.77003140056628,62.829304695537495,94785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
23,firm_2,2,True,False,False,28000000.0,250,0,1577140119.7203097,61.91794718661436,61.66223748372691,144020000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
23,firm_3,3,True,False,False,38048000.0,328,0,201076833.8074641,36.219030162359424,49.47064521995792,17950000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
23,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
23,firm_5,5,True,False,False,27500000.0,250,0,764210426.4121102,63.011733752341904,82.47398952621973,134500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
23,firm_6,6,True,False,False,36800000.0,320,0,609513323.4519501,37.80524124610154,26.84704445327295,6900000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
23,firm_7,7,True,False,False,22000000.0,250,0,251554795.11093473,53.96816116236271,61.08079225804254,11800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
23,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
23,firm_9,9,True,False,False,94875000.0,575,0,891456128.7909654,42.5585087299753,38.48571362736717,20800000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
23,firm_10,10,True,False,False,39820000.0,362,0,113502142.75361851,39.55643982499999,24.59205543447939,15000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
24,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
24,firm_1,1,True,False,False,33750000.0,250,0,33920055.71092881,56.863857601097756,67.33918927597364,106785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
24,firm_2,2,True,False,False,27500000.0,250,0,1583199559.521252,60.369998506949,62.61740039956091,144020000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
24,firm_3,3,True,False,False,27500000.0,250,0,198191726.1820075,35.72175261526134,52.27873210081869,18750000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
24,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
24,firm_5,5,True,False,False,28750000.0,250,0,721270960.0175903,64.395501708346,82.64997676543587,144500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
24,firm_6,6,True,False,False,33750000.0,250,0,590256955.0786282,38.60156346005815,31.235272833826837,10400000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
24,firm_7,7,True,False,False,25000000.0,250,0,250382110.41330987,52.91356090186452,61.55746099965007,12600000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
24,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
24,firm_9,9,True,False,False,41250000.0,250,0,916946354.1506243,41.494546011725916,40.52754392524822,20800000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
24,firm_10,10,True,False,False,27500000.0,250,0,115815344.19004908,39.292851551474996,29.739167935940475,16500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
25,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
25,firm_1,1,True,False,False,36250000.0,250,0,0.0,60.61859824893858,71.83216337531756,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
25,firm_2,2,True,False,False,30000000.0,250,0,1588151672.1555274,59.272900559803006,66.13612594937544,145320000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
25,firm_3,3,True,False,False,28750000.0,250,0,574669917.1943846,34.828708799879806,57.39404924355455,18750000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
25,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
25,firm_5,5,True,False,False,30000000.0,250,0,677718821.0132768,65.63397402896967,82.91528553606497,154500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
25,firm_6,6,True,False,False,35000000.0,250,0,554370652.3589026,39.1100868505153,37.339691566616914,13400000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
25,firm_7,7,True,False,False,27500000.0,250,0,253005586.96904063,53.09748793045824,58.69700813804512,16600000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
25,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
25,firm_9,9,True,False,False,43750000.0,250,0,973607954.2194427,41.018834719720196,42.51777208882625,22000000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
25,firm_10,10,True,False,False,31250000.0,250,0,259569089.02802283,38.79618745027632,33.76374844833311,17500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
26,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
26,firm_1,1,False,False,True,44750000.0,250,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
26,firm_2,2,True,False,False,31250000.0,250,0,1586662139.7700863,59.09434522789423,65.63446792371775,149320000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
26,firm_3,3,True,False,False,28750000.0,250,0,479559948.13281286,35.5221020686857,78.42067549033916,21750000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
26,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
26,firm_5,5,True,False,False,30000000.0,250,0,639770537.5771565,66.74240675592786,83.185170363327,164500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
26,firm_6,6,True,False,False,35000000.0,250,0,544547145.5818465,39.83725224743799,42.81404017915338,16900000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
26,firm_7,7,True,False,False,27500000.0,250,0,250946473.7509873,54.17145935015733,57.69595627261857,23000000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
26,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
26,firm_9,9,True,False,False,43750000.0,250,0,998068123.0614214,39.99336385172719,45.45450228076577,22000000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
26,firm_10,10,True,False,False,32500000.0,250,0,261777874.9770335,39.539989515411676,38.44342709131846,21000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
27,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
